#####################################################################
# Alchemist log file - simulation started at: 2024-05-05T18:52+0000 #
#####################################################################
#
# seed = 4.0, nodeCount = 50, surrogateFrequency = 10, scenario = monolithic
#
# The columns have the following meaning: 
# time isRegionLeader[sum] 
0.0 0.0
0.007143751800816833 0.0
1.011249249636232 17.0
2.007143751800817 23.0
3.0112492496362337 15.0
4.007143751800816 14.0
5.011249249636231 14.0
6.007143751800816 14.0
7.011249249636224 14.0
8.007143751800816 14.0
9.011249249636217 14.0
10.007143751800816 14.0
11.01124924963621 14.0
12.007143751800816 14.0
13.011249249636203 14.0
14.007143751800816 14.0
15.011249249636196 14.0
16.007143751800818 14.0
17.011249249636208 14.0
18.007143751800818 14.0
19.011249249636236 14.0
20.007143751800818 14.0
21.011249249636265 14.0
22.007143751800818 14.0
23.011249249636293 14.0
24.007143751800818 14.0
25.01124924963632 14.0
26.007143751800818 14.0
27.01124924963635 14.0
28.007143751800818 14.0
29.01124924963638 14.0
30.007143751800818 14.0
31.011249249636407 14.0
32.00714375180082 14.0
33.011249249636435 14.0
34.00714375180082 14.0
35.011249249636464 14.0
36.00714375180082 14.0
37.01124924963649 14.0
38.00714375180082 14.0
39.01124924963652 14.0
40.00714375180082 14.0
41.01124924963655 14.0
42.00714375180082 14.0
43.01124924963658 14.0
44.00714375180082 14.0
45.011249249636606 14.0
46.00714375180082 14.0
47.011249249636634 14.0
48.00714375180082 14.0
49.01124924963666 14.0
50.00714375180082 14.0
51.01124924963669 14.0
52.00714375180082 14.0
53.01124924963672 14.0
54.00714375180082 14.0
55.01124924963675 14.0
56.00714375180082 14.0
57.011249249636776 14.0
58.00714375180082 14.0
59.011249249636805 14.0
60.00714375180082 14.0
61.01124924963683 14.0
62.00714375180082 14.0
63.01124924963686 14.0
64.00714375180081 14.0
65.01124924963682 14.0
66.00714375180081 14.0
67.0112492496367 14.0
68.00714375180081 14.0
69.01124924963659 14.0
70.00714375180081 14.0
71.01124924963648 14.0
72.00714375180081 14.0
73.01124924963636 14.0
74.00714375180081 14.0
75.01124924963625 14.0
